YHOO,"Oct 22, 2012",15.81,15.95,15.74,15.77,"32,034,200",15.77
YHOO,"Oct 19, 2012",16.00,16.03,15.83,15.84,"32,893,100",15.84
YHOO,"Oct 18, 2012",16.23,16.24,15.83,16.00,"26,361,000",16.00
YHOO,"Oct 17, 2012",15.85,16.12,15.83,16.09,"19,570,500",16.09
YHOO,"Oct 16, 2012",15.82,15.98,15.76,15.92,"20,574,100",15.92
YHOO,"Oct 15, 2012",15.85,15.87,15.65,15.68,"20,775,700",15.68
YHOO,"Oct 12, 2012",15.90,16.02,15.86,15.88,"12,239,100",15.88
YHOO,"Oct 11, 2012",15.94,16.02,15.84,15.92,"12,973,000",15.92
YHOO,"Oct 10, 2012",15.83,15.99,15.80,15.83,"14,546,300",15.83
YHOO,"Oct 9, 2012",16.03,16.05,15.81,15.85,"14,110,000",15.85
YHOO,"Oct 8, 2012",16.02,16.16,16.00,16.03,"11,736,700",16.03
